geoidcty,period,year,month,total_gen,capacity_mw,smoke_days,total_pm,avg_pm_smoke
06089,2018-01,2018,01,322.34,3,0,0,0
06089,2018-02,2018,02,453.73,3,3,2.0300745,0.6766915
06089,2018-03,2018,03,518.82,3,0,0,0
06089,2018-04,2018,04,648.59,3,2,0.9723599,0.48617995
06089,2018-05,2018,05,781.79,3,1,0.9887837,0.9887837
06089,2018-06,2018,06,842.33,3,7,24.1380659,3.44829512857143
06089,2018-07,2018,07,728.08,3,21,444.1998497,21.1523737952381
06089,2018-08,2018,08,733.15,3,30,1153.992155,38.4664051666667
06089,2018-09,2018,09,694.03,3,17,182.4521086,10.7324769764706
06089,2018-10,2018,10,546.81,3,8,6.85978929,0.85747366125
06089,2018-11,2018,11,376.12,3,9,32.427627216,3.60306969066667
06089,2018-12,2018,12,299.22,3,1,0.002093938,0.002093938
06089,2019-01,2019,01,332.75,3,0,0,0
06089,2019-02,2019,02,388.27,3,0,0,0
06089,2019-03,2019,03,589.78,3,0,0,0
06089,2019-04,2019,04,685.96,3,1,0.4100089,0.4100089
06089,2019-05,2019,05,714.19,3,5,1.2206596066,0.24413192132
06089,2019-06,2019,06,863.42,3,4,3.9318286,0.98295715
06089,2019-07,2019,07,852.08,3,12,32.683163,2.72359691666667
06089,2019-08,2019,08,834.51,3,1,0.7492218,0.7492218
06089,2019-09,2019,09,682.46,3,12,28.233372319,2.35278102658333
06089,2019-10,2019,10,627.07,3,7,10.1662944,1.45232777142857
06089,2019-11,2019,11,401.03,3,2,2.3349167,1.16745835
06089,2019-12,2019,12,258.48,3,0,0,0
06089,2020-01,2020,01,351.35,3,0,0,0
06089,2020-02,2020,02,476.27,3,2,0.431610816,0.215805408
06089,2020-03,2020,03,466.06,3,1,0.153559,0.153559
06089,2020-04,2020,04,587.37,3,0,0,0
06089,2020-05,2020,05,768.72,3,0,0,0
06089,2020-06,2020,06,765.49,3,0,0,0
06089,2020-07,2020,07,864.63,3,14,116.75923475,8.33994533928571
06089,2020-08,2020,08,716.33,3,26,569.0600322,21.8869243153846
06089,2020-09,2020,09,562.46,3,27,784.9520578,29.072298437037
06089,2020-10,2020,10,519.89,3,11,193.0615546954,17.5510504268545
06089,2020-11,2020,11,411.01,3,0,0,0
06089,2020-12,2020,12,325.42,3,0,0,0
06095,2013-01,2013,01,200.59,5,0,0,0
06095,2013-02,2013,02,410.98,5,4,23.0667574,6.38896756666667
06095,2013-03,2013,03,699.9,5,2,1.4142165,0.4714055
06095,2013-04,2013,04,737.94,5,0,0,0
06095,2013-05,2013,05,830.49,5,9,53.076798,5.897422
06095,2013-06,2013,06,1058.37,5,3,8.698907,2.89963566666667
06095,2013-07,2013,07,998.54,5,35,142.69046959,4.08461434467172
06095,2013-08,2013,08,1489.58,6,50,121.4811697,2.42835606426282
06095,2013-09,2013,09,1447.98,6,13,29.8702356,2.40127918333333
06095,2013-10,2013,10,1281.93,6,6,1.037791778483,0.129723972310375
06095,2013-11,2013,11,1276.1,6,10,20.1660826,2.20078002916667
06095,2013-12,2013,12,1331.64,6,1,0.1524665,0.038116625
06095,2014-01,2014,01,454.45,6,2,4.488,1.122
06095,2014-02,2014,02,518.29,6,0,0,0
06095,2014-03,2014,03,912.51,6,0,0,0
06095,2014-04,2014,04,1079.86,6,1,0.1180378,0.02950945
06095,2014-05,2014,05,1240.54,6,4,4.3189114,1.07972785
06095,2014-06,2014,06,1375.88,6,1,0.1439961,0.035999025
06095,2014-07,2014,07,1273.22,6,29,46.9386963542,1.59692780657252
06095,2014-08,2014,08,1377.66,6,34,145.7691666425,4.3344367822504
06095,2014-09,2014,09,1344.18,6,36,128.893615,3.58037819444444
06095,2014-10,2014,10,1213.84,6,0,0,0
06095,2014-11,2014,11,1008.71,6,0,0,0
06095,2014-12,2014,12,687.87,6,0,0,0
06095,2015-01,2015,01,598.73,6,0,0,0
06095,2015-02,2015,02,754.58,6,0,0,0
06095,2015-03,2015,03,1105.82,6,0,0,0
06095,2015-04,2015,04,1241.11,6,11,22.66639674,2.13599260333333
06095,2015-05,2015,05,1247.51,6,16,37.35616,2.33476
06095,2015-06,2015,06,1285.35,6,11,22.11237989,2.11392286375
06095,2015-07,2015,07,1330.27,6,19,58.54223874,3.01242218916667
06095,2015-08,2015,08,1346.43,6,48,175.600336824,3.69220035930682
06095,2015-09,2015,09,1111.19,6,28,104.7040698,3.73943106428571
06095,2015-10,2015,10,936.09,6,7,23.198371,3.3095475
06095,2015-11,2015,11,867.16,6,3,1.98606285,0.4965157125
06095,2015-12,2015,12,713.8,6,0,0,0
06095,2016-01,2016,01,432.53,6,0,0,0
06095,2016-02,2016,02,721.93,6,0,0,0
06095,2016-03,2016,03,796.88,6,0,0,0
06095,2016-04,2016,04,928.3,6,0,0,0
06095,2016-05,2016,05,1153.92,6,0,0,0
06095,2016-06,2016,06,1106.75,6,4,2.05343296,0.5020971575
06095,2016-07,2016,07,1292.01,6,21,38.6546367791333,1.88345162837333
06095,2016-08,2016,08,1274.11,6,64,138.1022403502,2.15215916493333
06095,2016-09,2016,09,1124.15,6,53,186.88467418,3.52989485623626
06095,2016-10,2016,10,947.65,6,1,0.218138,0.0545345
06095,2016-11,2016,11,814.07,6,1,0.001486146,0.0003715365
06095,2016-12,2016,12,593.75,6,0,0,0
06095,2017-01,2017,01,438.48,6,0,0,0
06095,2017-02,2017,02,489.77,6,0,0,0
06095,2017-03,2017,03,913.27,6,0,0,0
06095,2017-04,2017,04,962.2,6,0,0,0
06095,2017-05,2017,05,1209.81,6,0,0,0
06095,2017-06,2017,06,1311.08,6,0,0,0
06095,2017-07,2017,07,1195.06,6,20,38.1847178,1.9586915125
06095,2017-08,2017,08,1104.43,6,79,309.6866018,3.92007957776316
06095,2017-09,2017,09,1031.29,6,53,607.973977989197,11.4845476536532
06095,2017-10,2017,10,950.06,6,36,1117.891098163,31.0525305045278
06095,2017-11,2017,11,583.82,6,0,0,0
06095,2017-12,2017,12,556.79,6,4,28.430848,7.107712
06095,2018-01,2018,01,494.8,6,0,0,0
06095,2018-02,2018,02,696.51,6,6,14.18986057,2.86832471416667
06095,2018-03,2018,03,796.42,6,0,0,0
06095,2018-04,2018,04,995.61,6,0,0,0
06095,2018-05,2018,05,1200.1,6,0,0,0
06095,2018-06,2018,06,1293.04,6,20,40.5580481,2.0330995625
06095,2018-07,2018,07,1117.66,6,68,398.073679085,5.83278937561972
06095,2018-08,2018,08,1125.45,6,113,1424.97462261,12.6417177669581
06095,2018-09,2018,09,1065.4,6,45,209.6146958,4.67039480265152
06095,2018-10,2018,10,839.38,6,8,6.79357657811,1.13551554817583
06095,2018-11,2018,11,577.37,6,57,3773.11102874,66.2626135421072
06095,2018-12,2018,12,459.33,6,0,0,0
06095,2019-01,2019,01,496.1,6,0,0,0
06095,2019-02,2019,02,578.85,6,1,0.1407754,0.03519385
06095,2019-03,2019,03,879.28,6,0,0,0
06095,2019-04,2019,04,1022.67,6,5,16.3059955,3.5475516875
06095,2019-05,2019,05,1064.77,6,4,0.427586658,0.1068966645
06095,2019-06,2019,06,1287.23,6,18,16.227307,0.91456390875
06095,2019-07,2019,07,1270.34,6,22,37.6581155,1.71901907083333
06095,2019-08,2019,08,1244.16,6,8,13.99806,1.7497575
06095,2019-09,2019,09,1017.46,6,16,42.3156268272,2.69527496940833
06095,2019-10,2019,10,934.87,6,41,191.7906039,4.68401911409091
06095,2019-11,2019,11,597.89,6,7,13.332361597637,2.35781003595463
06095,2019-12,2019,12,385.37,6,4,27.313381,6.82834525
06095,2020-01,2020,01,549.43,6,2,0.073300707,0.01832517675
06095,2020-02,2020,02,744.78,6,7,10.687253738,1.52640483308333
06095,2020-03,2020,03,728.81,6,1,0.01410052,0.00352513
06095,2020-04,2020,04,918.51,6,0,0,0
06095,2020-05,2020,05,1202.08,6,0,0,0
06095,2020-06,2020,06,1197.04,6,8,6.273044630825,0.77016312881875
06095,2020-07,2020,07,1352.07,6,27,32.1347010302561,1.19544318917581
06095,2020-08,2020,08,1120.17,6,67,2409.669969,35.8474295330882
06095,2020-09,2020,09,879.54,6,120,3292.1984476,27.4349870633333
06095,2020-10,2020,10,812.99,6,87,1364.1401477897,15.6922062108137
06095,2020-11,2020,11,642.73,6,20,79.4112627,4.07127350833333
06095,2020-12,2020,12,508.88,6,1,1.849532,0.462383
06097,2013-01,2013,01,28.73,1,0,0,0
06097,2013-02,2013,02,58.85,1,1,3.603261,3.603261
06097,2013-03,2013,03,100.23,1,0,0,0
06097,2013-04,2013,04,105.68,1,4,11.367896,2.841974
06097,2013-05,2013,05,118.93,1,3,14.834226,4.944742
06097,2013-06,2013,06,151.56,1,1,2.56196,2.56196
06097,2013-07,2013,07,143,1,9,41.22099,4.58011
06097,2013-08,2013,08,192.44,1,12,41.9090808334,3.49242340278333
06097,2013-09,2013,09,187.07,1,0,0,0
06097,2013-10,2013,10,165.62,1,1,0.4085415,0.4085415
06097,2013-11,2013,11,164.86,1,3,11.6512612266,3.8837537422
06097,2013-12,2013,12,172.04,1,1,4.750134,4.750134
06097,2014-01,2014,01,53.28,1,0,0,0
06097,2014-02,2014,02,60.77,1,0,0,0
06097,2014-03,2014,03,106.98,1,1,2.415229,2.415229
06097,2014-04,2014,04,126.6,1,0,0,0
06097,2014-05,2014,05,145.44,1,1,1.89771,1.89771
06097,2014-06,2014,06,384.27,2.5,2,7.030796,3.515398
06097,2014-07,2014,07,355.6,2.5,6,14.0998826,2.34998043333333
06097,2014-08,2014,08,384.77,2.5,22,95.5181005,4.34173184090909
06097,2014-09,2014,09,375.43,2.5,28,121.4178545,4.33635194642857
06097,2014-10,2014,10,339.01,2.5,0,0,0
06097,2014-11,2014,11,281.72,2.5,0,0,0
06097,2014-12,2014,12,192.12,2.5,0,0,0
06097,2015-01,2015,01,210.26,2.5,2,0.3138646,0.1569323
06097,2015-02,2015,02,264.99,2.5,0,0,0
06097,2015-03,2015,03,388.33,2.5,0,0,0
06097,2015-04,2015,04,435.85,2.5,6,16.562854,2.76047566666667
06097,2015-05,2015,05,438.09,2.5,8,19.574743,2.446842875
06097,2015-06,2015,06,451.38,2.5,4,12.793444,3.198361
06097,2015-07,2015,07,467.15,2.5,10,23.782752,2.3782752
06097,2015-08,2015,08,472.83,2.5,34,247.0316268,7.26563608235294
06097,2015-09,2015,09,390.21,2.5,10,67.974461,6.7974461
06097,2015-10,2015,10,328.72,2.5,2,5.715539,2.8577695
06097,2015-11,2015,11,304.53,2.5,0,0,0
06097,2015-12,2015,12,250.67,2.5,0,0,0
06097,2016-01,2016,01,146.4,2.5,0,0,0
06097,2016-02,2016,02,244.35,2.5,0,0,0
06097,2016-03,2016,03,269.71,2.5,0,0,0
06097,2016-04,2016,04,314.19,2.5,0,0,0
06097,2016-05,2016,05,390.56,2.5,0,0,0
06097,2016-06,2016,06,374.59,2.5,0,0,0
06097,2016-07,2016,07,437.29,2.5,2,7.999864,3.999932
06097,2016-08,2016,08,431.23,2.5,22,67.401277,3.06369440909091
06097,2016-09,2016,09,380.47,2.5,27,91.28877355,3.38567497843407
06097,2016-10,2016,10,320.74,2.5,0,0,0
06097,2016-11,2016,11,275.53,2.5,0,0,0
06097,2016-12,2016,12,200.96,2.5,0,0,0
06097,2017-01,2017,01,164.48,2.5,0,0,0
06097,2017-02,2017,02,183.71,2.5,0,0,0
06097,2017-03,2017,03,342.58,2.5,0,0,0
06097,2017-04,2017,04,360.94,2.5,0,0,0
06097,2017-05,2017,05,453.82,2.5,0,0,0
06097,2017-06,2017,06,491.81,2.5,0,0,0
06097,2017-07,2017,07,448.29,2.5,6,17.106855,2.8511425
06097,2017-08,2017,08,414.28,2.5,44,247.929564162,5.63476282186364
06097,2017-09,2017,09,386.85,2.5,30,321.458253,10.7152751
06097,2017-10,2017,10,356.39,2.5,22,790.05196524,35.9114529654545
06097,2017-11,2017,11,219,2.5,0,0,0
06097,2017-12,2017,12,208.86,2.5,11,57.728470645,5.6722516175
06097,2018-01,2018,01,188.02,2.5,0,0,0
06097,2018-02,2018,02,264.67,2.5,2,3.371808,1.685904
06097,2018-03,2018,03,302.62,2.5,0,0,0
06097,2018-04,2018,04,378.32,2.5,0,0,0
06097,2018-05,2018,05,456.02,2.5,0,0,0
06097,2018-06,2018,06,491.32,2.5,11,22.197390537,2.03566247113333
06097,2018-07,2018,07,424.69,2.5,22,408.554796,18.5706725454545
06097,2018-08,2018,08,427.65,2.5,58,1065.849537,18.3767161551724
06097,2018-09,2018,09,404.82,2.5,16,105.310094,6.581880875
06097,2018-10,2018,10,318.95,2.5,0,0,0
06097,2018-11,2018,11,219.39,2.5,26,1887.92012,72.6123123076923
06097,2018-12,2018,12,174.54,2.5,0,0,0
06097,2019-01,2019,01,157.4,2.5,0,0,0
06097,2019-02,2019,02,183.67,2.5,0,0,0
06097,2019-03,2019,03,278.98,2.5,0,0,0
06097,2019-04,2019,04,324.48,2.5,4,13.159078,3.2897695
06097,2019-05,2019,05,337.83,2.5,5,5.507483207,1.14751637616667
06097,2019-06,2019,06,408.43,2.5,8,9.5797551,1.1974693875
06097,2019-07,2019,07,403.06,2.5,12,23.8323274,1.98602728333333
06097,2019-08,2019,08,394.75,2.5,2,3.979418,1.989709
06097,2019-09,2019,09,322.82,2.5,9,20.7274777844,2.33266952594
06097,2019-10,2019,10,296.62,2.5,18,271.6015224,15.0889734666667
06097,2019-11,2019,11,189.7,2.5,0,0,0
06097,2019-12,2019,12,122.27,2.5,0,0,0
06097,2020-01,2020,01,79.85,2.5,0,0,0
06097,2020-02,2020,02,108.26,2.5,4,13.142368,3.285592
06097,2020-03,2020,03,105.94,2.5,6,12.7423610135,2.12372683558333
06097,2020-04,2020,04,133.51,2.5,2,6.072941,3.0364705
06097,2020-05,2020,05,174.72,2.5,4,6.971517,1.74287925
06097,2020-06,2020,06,173.99,2.5,2,0.8459796,0.4229898
06097,2020-07,2020,07,196.53,2.5,13,24.618481927,1.90552729240476
06097,2020-08,2020,08,162.81,2.5,34,1094.749749,32.1985220294118
06097,2020-09,2020,09,127.84,2.5,58,2004.7913234,34.5653676448276
06097,2020-10,2020,10,118.17,2.5,28,510.726942,18.2402479285714
06097,2020-11,2020,11,93.42,2.5,4,8.127573326,2.0318933315
06097,2020-12,2020,12,73.97,2.5,0,0,0
06099,2013-01,2013,01,3328.44,26.3,0,0,0
06099,2013-02,2013,02,4357.6,26.3,0,0,0
06099,2013-03,2013,03,5670.46,26.3,0,0,0
06099,2013-04,2013,04,7441.97,26.3,0,0,0
06099,2013-05,2013,05,7555.55,26.3,4,26.039164,6.509791
06099,2013-06,2013,06,7783.54,26.3,4,7.3999463,1.849986575
06099,2013-07,2013,07,8432,26.3,27,116.61365116,4.360703697
06099,2013-08,2013,08,7515.44,26.3,33,162.07442688,4.70405014833333
06099,2013-09,2013,09,6020.07,26.3,18,85.04264743,4.46857543642857
06099,2013-10,2013,10,5063.66,26.3,4,2.26170537,0.518658695
06099,2013-11,2013,11,3102.21,26.3,8,14.811088601,2.60310641675
06099,2013-12,2013,12,3517.06,26.3,1,5.88204,2.94102
06099,2014-01,2014,01,3273.92,26.3,2,3.0016878,0.75042195
06099,2014-02,2014,02,3166.38,26.3,1,0.8810911,0.44054555
06099,2014-03,2014,03,5456.66,26.3,1,0.1463169,0.07315845
06099,2014-04,2014,04,6958.56,26.3,1,1.656932,0.828466
06099,2014-05,2014,05,8297.95,26.3,2,1.3282694,0.6641347
06099,2014-06,2014,06,8624.6,26.3,4,6.649617481,2.12037958016667
06099,2014-07,2014,07,8076.35,26.3,10,18.70316342,1.89033996416667
06099,2014-08,2014,08,7497.01,26.3,7,36.4922739,5.22665896666667
06099,2014-09,2014,09,6190.42,26.3,13,63.871173,4.86990432142857
06099,2014-10,2014,10,5136.91,26.3,0,0,0
06099,2014-11,2014,11,3148.45,26.3,1,0.01770558,0.00885279
06099,2014-12,2014,12,2016.79,26.3,0,0,0
06099,2015-01,2015,01,2419.49,26.3,0,0,0
06099,2015-02,2015,02,3328.06,26.3,0,0,0
06099,2015-03,2015,03,6063.47,26.3,1,2.400158,1.200079
06099,2015-04,2015,04,7218.22,26.3,4,7.49830151,2.05197225166667
06099,2015-05,2015,05,7870.72,26.3,8,14.265899,1.783237375
06099,2015-06,2015,06,8155.6,26.3,10,28.8496414,2.88496414
06099,2015-07,2015,07,8106.14,26.3,10,18.0638796184,1.80313565153333
06099,2015-08,2015,08,7594.94,26.3,23,53.6514069,2.33310127462121
06099,2015-09,2015,09,5623.73,26.3,23,173.21728991,7.09134505115385
06099,2015-10,2015,10,4771.65,26.3,4,8.4375585,2.109389625
06099,2015-11,2015,11,3605.48,26.3,0,0,0
06099,2015-12,2015,12,2492.49,26.3,0,0,0
06099,2016-01,2016,01,2047.64,26.3,0,0,0
06099,2016-02,2016,02,4218.32,26.3,0,0,0
06099,2016-03,2016,03,5137.62,26.3,0,0,0
06099,2016-04,2016,04,6457.72,26.3,0,0,0
06099,2016-05,2016,05,7583.83,26.3,0,0,0
06099,2016-06,2016,06,12886.66,46.3,8,12.5959293907,1.531559413225
06099,2016-07,2016,07,13913.17,46.3,25,78.96245684,3.15937500047619
06099,2016-08,2016,08,12825.32,46.3,74,210.8043604,2.83058441431624
06099,2016-09,2016,09,10924.43,46.3,44,174.890043186,4.02476889979013
06099,2016-10,2016,10,8089.08,46.3,0,0,0
06099,2016-11,2016,11,6513.7,46.3,0,0,0
06099,2016-12,2016,12,4987.51,46.3,1,7.215346,2.40511533333333
06099,2017-01,2017,01,4767.78,46.3,0,0,0
06099,2017-02,2017,02,5325.44,46.3,0,0,0
06099,2017-03,2017,03,9930.55,46.3,0,0,0
06099,2017-04,2017,04,10462.6,46.3,0,0,0
06099,2017-05,2017,05,13154.94,46.3,0,0,0
06099,2017-06,2017,06,14256.11,46.3,0,0,0
06099,2017-07,2017,07,12994.61,46.3,29,50.8710698713,1.69683329242503
06099,2017-08,2017,08,12009.04,46.3,62,230.1191713,3.71326931746032
06099,2017-09,2017,09,11213.88,46.3,42,432.159196121578,10.3474586742524
06099,2017-10,2017,10,10330.58,46.3,32,254.93175842,8.01351348545455
06099,2017-11,2017,11,6348.19,46.3,1,0.1283482,0.0427827333333333
06099,2017-12,2017,12,6054.31,46.3,8,63.1783674277,7.47118216064167
06099,2018-01,2018,01,5580.97,46.3,1,0.9447162,0.3149054
06099,2018-02,2018,02,7856.03,46.3,3,1.73111536,0.326964526666667
06099,2018-03,2018,03,8982.89,46.3,0,0,0
06099,2018-04,2018,04,11229.72,46.3,0,0,0
06099,2018-05,2018,05,13536.09,46.3,5,8.08877846,1.73482894
06099,2018-06,2018,06,14584.25,46.3,18,25.996023068,1.52022871977778
06099,2018-07,2018,07,12606.18,46.3,56,365.477385258,6.50310811772367
06099,2018-08,2018,08,12693.93,46.3,75,885.1133679,11.7591955563272
06099,2018-09,2018,09,12016.59,46.3,25,102.875218109,4.36948565406061
06099,2018-10,2018,10,9467.49,46.3,9,13.981745954,1.63463851838889
06099,2018-11,2018,11,6512.16,46.3,37,2131.6692134,57.7387410444445
06099,2018-12,2018,12,5180.73,46.3,2,7.592328109,2.53077603633333
06099,2019-01,2019,01,5357.44,46.3,1,1.731531,0.577177
06099,2019-02,2019,02,6251.2,46.3,1,3.546133,1.18204433333333
06099,2019-03,2019,03,9495.67,46.3,3,13.941678,4.647226
06099,2019-04,2019,04,11044.11,46.3,5,11.69616984,2.46384397333333
06099,2019-05,2019,05,11498.7,46.3,4,1.890710819236,0.316086527912
06099,2019-06,2019,06,13901.24,46.3,16,12.639570196,0.733203639492064
06099,2019-07,2019,07,13718.78,46.3,13,17.5239459,1.35357068333333
06099,2019-08,2019,08,13435.9,46.3,13,17.0083429924,1.50190380757778
06099,2019-09,2019,09,10987.74,46.3,5,6.8572621,0.904282161111111
06099,2019-10,2019,10,10095.92,46.3,28,93.7426707,3.36925392814815
06099,2019-11,2019,11,6456.68,46.3,10,17.79130504,1.79912120166667
06099,2019-12,2019,12,4161.62,46.3,3,7.346226,1.4255655
06099,2020-01,2020,01,5810.86,46.3,0,0,0
06099,2020-02,2020,02,7876.91,46.3,5,16.9893508891,4.14894564818333
06099,2020-03,2020,03,7708.03,46.3,3,6.7953659,1.26013463333333
06099,2020-04,2020,04,9714.29,46.3,4,1.61549902,0.533647003333333
06099,2020-05,2020,05,12713.56,46.3,2,0.78995146152,0.13165857692
06099,2020-06,2020,06,12660.17,46.3,6,2.599962678,0.288884742
06099,2020-07,2020,07,14299.87,46.3,29,37.33077479,1.29453230521886
06099,2020-08,2020,08,11847.06,46.3,51,1727.813404275,33.8786942014706
06099,2020-09,2020,09,9302.28,46.3,90,2553.8308707,28.3758985633333
06099,2020-10,2020,10,8598.34,46.3,83,1102.35744631,13.3231930662353
06099,2020-11,2020,11,6797.63,46.3,15,121.971468,8.1314312
06099,2020-12,2020,12,5382.02,46.3,0,0,0
06101,2014-04,2014,04,81.49,1.3,3,10.924935,3.641645
06101,2014-05,2014,05,93.61,1.3,1,0.724816,0.724816
06101,2014-06,2014,06,103.82,1.3,2,6.810324,3.405162
06101,2014-07,2014,07,96.08,1.3,10,46.83217941,4.683217941
06101,2014-08,2014,08,103.96,1.3,10,54.478865,5.4478865
06101,2014-09,2014,09,101.43,1.3,16,96.547642,6.034227625
06101,2014-10,2014,10,91.6,1.3,4,43.046261,10.76156525
06101,2014-11,2014,11,76.12,1.3,2,5.641581,2.8207905
06101,2014-12,2014,12,51.91,1.3,0,0,0
06101,2015-01,2015,01,140.39,1.3,0,0,0
06101,2015-02,2015,02,176.94,1.3,0,0,0
06101,2015-03,2015,03,259.3,1.3,2,6.638415,3.3192075
06101,2015-04,2015,04,291.02,1.3,4,8.2507486,2.06268715
06101,2015-05,2015,05,292.52,1.3,4,10.821373,2.70534325
06101,2015-06,2015,06,301.4,1.3,4,11.709752,2.927438
06101,2015-07,2015,07,311.93,1.3,9,25.12837777,2.79204197444444
06101,2015-08,2015,08,315.72,1.3,17,87.9628193,5.17428348823529
06101,2015-09,2015,09,260.56,1.3,15,54.6155782,3.64103854666667
06101,2015-10,2015,10,219.5,1.3,9,27.397719,3.044191
06101,2015-11,2015,11,203.34,1.3,3,5.3646434,1.78821446666667
06101,2015-12,2015,12,167.38,1.3,0,0,0
06101,2016-01,2016,01,104.86,1.3,0,0,0
06101,2016-02,2016,02,175.03,1.3,0,0,0
06101,2016-03,2016,03,193.2,1.3,1,2.366414,2.366414
06101,2016-04,2016,04,225.06,1.3,2,5.075762,2.537881
06101,2016-05,2016,05,279.76,1.3,0,0,0
06101,2016-06,2016,06,268.33,1.3,1,0.1123466,0.1123466
06101,2016-07,2016,07,313.24,1.3,10,26.9483137,2.69483137
06101,2016-08,2016,08,308.9,1.3,18,37.66587489,2.092548605
06101,2016-09,2016,09,272.54,1.3,13,53.7919282,4.13784063076923
06101,2016-10,2016,10,229.75,1.3,2,3.3360411,1.66802055
06101,2016-11,2016,11,197.37,1.3,5,28.5806993,5.71613986
06101,2016-12,2016,12,143.95,1.3,0,0,0
06101,2017-01,2017,01,107.97,1.3,0,0,0
06101,2017-02,2017,02,120.59,1.3,0,0,0
06101,2017-03,2017,03,224.88,1.3,0,0,0
06101,2017-04,2017,04,236.92,1.3,1,0.9726161,0.9726161
06101,2017-05,2017,05,297.89,1.3,0,0,0
06101,2017-06,2017,06,322.83,1.3,0,0,0
06101,2017-07,2017,07,294.26,1.3,11,20.663901,1.87853645454545
06101,2017-08,2017,08,271.94,1.3,23,99.44669563,4.32376937521739
06101,2017-09,2017,09,253.94,1.3,15,172.457147,11.4971431333333
06101,2017-10,2017,10,233.93,1.3,16,160.7105524,10.044409525
06101,2017-11,2017,11,143.75,1.3,1,0.2036473,0.2036473
06101,2017-12,2017,12,137.1,1.3,2,6.4773984,3.2386992
06101,2018-01,2018,01,123.69,1.3,0,0,0
06101,2018-02,2018,02,174.11,1.3,4,14.813857,3.70346425
06101,2018-03,2018,03,199.09,1.3,0,0,0
06101,2018-04,2018,04,248.88,1.3,2,4.168358,2.084179
06101,2018-05,2018,05,300,1.3,1,2.17785,2.17785
06101,2018-06,2018,06,323.23,1.3,10,28.575897,2.8575897
06101,2018-07,2018,07,279.39,1.3,17,124.94322,7.34960117647059
06101,2018-08,2018,08,281.33,1.3,30,496.06902,16.535634
06101,2018-09,2018,09,266.32,1.3,14,100.74109902,7.19579278714286
06101,2018-10,2018,10,209.83,1.3,8,32.60063898,4.0750798725
06101,2018-11,2018,11,144.33,1.3,15,1540.6068241,102.707121606667
06101,2018-12,2018,12,114.82,1.3,0,0,0
06101,2019-01,2019,01,111.1,1.3,0,0,0
06101,2019-02,2019,02,129.64,1.3,0,0,0
06101,2019-03,2019,03,196.92,1.3,0,0,0
06101,2019-04,2019,04,229.03,1.3,5,17.7562142,3.55124284
06101,2019-05,2019,05,238.46,1.3,4,4.37297265,1.0932431625
06101,2019-06,2019,06,288.28,1.3,5,4.1426566,0.82853132
06101,2019-07,2019,07,284.5,1.3,7,19.914985,2.84499785714286
06101,2019-08,2019,08,278.63,1.3,2,3.640188,1.820094
06101,2019-09,2019,09,227.86,1.3,6,19.0771303,3.17952171666667
06101,2019-10,2019,10,209.37,1.3,17,41.4472479,2.43807340588235
06101,2019-11,2019,11,133.9,1.3,11,56.913675,5.17397045454545
06101,2019-12,2019,12,86.3,1.3,1,6.558922,6.558922
06101,2020-01,2020,01,122.24,1.3,0,0,0
06101,2020-02,2020,02,165.7,1.3,5,26.29207084,5.258414168
06101,2020-03,2020,03,162.15,1.3,4,6.08852523,1.5221313075
06101,2020-04,2020,04,204.35,1.3,4,5.6488449,1.412211225
06101,2020-05,2020,05,267.44,1.3,1,0.0244388,0.0244388
06101,2020-06,2020,06,266.32,1.3,1,0.9130592,0.9130592
06101,2020-07,2020,07,300.81,1.3,8,11.69648,1.46206
06101,2020-08,2020,08,249.22,1.3,20,669.4247009,33.471235045
06101,2020-09,2020,09,195.68,1.3,30,1196.554599,39.8851533
06101,2020-10,2020,10,180.88,1.3,22,402.260354,18.2845615454545
06101,2020-11,2020,11,143,1.3,10,40.711567,4.0711567
06101,2020-12,2020,12,113.22,1.3,3,14.013293,4.67109766666667
06107,2013-01,2013,01,5848.41,77,0,0,0
06107,2013-02,2013,02,9812.18,77,3,0.3439967235,0.0382218581666667
06107,2013-03,2013,03,18635.49,102.2,0,0,0
06107,2013-04,2013,04,20356.3,97.2,3,3.623991,1.207997
06107,2013-05,2013,05,24534.31,102.2,12,67.955138,5.66292816666667
06107,2013-06,2013,06,24960.29,97.2,16,36.63559432,2.28410191577778
06107,2013-07,2013,07,27863.16,122.2,33,138.7790427,4.17448141307692
06107,2013-08,2013,08,33437.98,117.2,19,62.46824485,3.12070490851852
06107,2013-09,2013,09,30027.24,117.2,19,62.8201976,3.29508071269841
06107,2013-10,2013,10,24473.85,117.2,2,4.793783,1.59792766666667
06107,2013-11,2013,11,23048.04,117.2,3,8.861425,2.95380833333333
06107,2013-12,2013,12,23783.9,120.9,0,0,0
06107,2014-01,2014,01,13827.34,141,42,185.821540421,4.75868357089236
06107,2014-02,2014,02,15546.22,139.5,3,1.34630188,0.149589097777778
06107,2014-03,2014,03,26515.38,139.5,0,0,0
06107,2014-04,2014,04,31534.75,139.5,6,4.79444329,0.532715921111111
06107,2014-05,2014,05,36542.56,139.5,11,22.5505338,2.20502637777778
06107,2014-06,2014,06,40609.58,144.5,0,0,0
06107,2014-07,2014,07,38470.4,152,61,280.992957633,4.74958607156131
06107,2014-08,2014,08,37800.91,147,46,257.44601016,5.50866554983333
06107,2014-09,2014,09,38915.97,166.8,40,147.409163985,3.95098921344697
06107,2014-10,2014,10,34060.04,166.8,11,26.643883,2.23124072727273
06107,2014-11,2014,11,26657.72,166.8,0,0,0
