GEOID,year,month,smoke_days,total_pm
06077004704,2014,04,2,0.7802688117
06077004704,2014,05,1,0.8282206
06077004704,2014,06,1,2.824849
06077004704,2014,07,7,13.3027798
06077004704,2014,08,5,25.6386824
06077004704,2014,09,8,32.322743
06077004704,2014,11,2,4.153805
06077004704,2015,04,2,4.750164
06077004704,2015,05,3,5.046925
06077004704,2015,06,5,10.64893262
06077004704,2015,07,6,9.3570063
06077004704,2015,08,12,28.7418692
06077004704,2015,09,13,52.17987
06077004704,2015,10,2,3.0585509
06077004704,2016,06,2,4.426397
06077004704,2016,07,8,21.310611
06077004704,2016,08,24,48.50907594
06077004704,2016,09,15,54.1947635
06077004704,2016,10,1,0.393602
06077004704,2017,06,1,1.000112
06077004704,2017,07,13,17.28188471
06077004704,2017,08,21,73.930679
06077004704,2017,09,13,147.869967
06077004704,2017,10,9,108.704166
06077004704,2017,12,2,19.943134
06077004704,2018,01,1,1.087306
06077004704,2018,02,3,3.0727094
06077004704,2018,05,4,5.2458126
06077004704,2018,06,8,8.6476045755
06077004704,2018,07,22,125.0519097
06077004704,2018,08,27,303.164839
06077004704,2018,09,11,42.9938993
06077004704,2018,10,2,1.6751648
06077004704,2018,11,12,870.2644348
06077004704,2019,03,1,0.3423038
06077004704,2019,04,1,3.102709
06077004704,2019,05,1,0.174055
06077004704,2019,06,5,2.50015955
06077004704,2019,07,4,5.6890797
06077004704,2019,08,1,0.9592718
06077004704,2019,09,5,7.170215458
06077004704,2019,10,11,40.35550796
06077004704,2019,11,4,11.3619649
06077004704,2020,02,2,6.9011515
06077004704,2020,03,1,1.779412
06077004704,2020,04,2,0.911932
06077004704,2020,05,1,1.652747
06077004704,2020,06,1,0.2762957
06077004704,2020,07,12,15.4293978
06077004704,2020,08,18,530.489807
06077004704,2020,09,30,884.4963224
06077004704,2020,10,26,362.9064861
06077004704,2020,11,6,43.1802396
06079010300,2013,05,3,8.799266
06079010300,2013,06,5,8.8032598015
06079010300,2013,07,9,19.10779296
06079010300,2013,08,6,7.5205399249
06079010300,2013,09,7,16.9651115
06079010300,2013,10,1,0.01356925
06079010300,2013,11,1,3.022892
06079010300,2014,01,1,0.7250259
06079010300,2014,05,1,1.921325
06079010300,2014,06,1,2.651222
06079010300,2014,07,2,1.309742771
06079010300,2014,08,2,4.470864
06079010300,2014,09,3,6.0643829677
06079010300,2015,04,1,1.741125
06079010300,2015,05,1,1.426246
06079010300,2015,06,5,5.7724017412
06079010300,2015,07,3,1.3860514
06079010300,2015,08,10,13.7801653022
06079010300,2015,09,6,22.061821
06079010300,2016,05,4,2.7629845
06079010300,2016,06,5,8.18444561
06079010300,2016,07,10,63.364360413
06079010300,2016,08,28,128.50297638935
06079010300,2016,09,19,60.5716218698
06079010300,2016,10,2,0.00327456864
06079010300,2016,11,1,0.1823975
06079010300,2017,02,1,0.0001293128
06079010300,2017,04,1,0.0002740697
06079010300,2017,05,2,1.4219392
06079010300,2017,06,2,0.02178231011
06079010300,2017,07,12,35.0679457588
06079010300,2017,08,19,56.67453823662
06079010300,2017,09,10,52.732911416
06079010300,2017,10,9,43.5250264178
06079010300,2017,12,6,25.263413
06079010300,2018,05,2,1.00963617
06079010300,2018,06,8,10.9487742462
06079010300,2018,07,10,22.745650978
06079010300,2018,08,21,102.600938534
06079010300,2018,09,2,0.022413239
06079010300,2018,10,4,11.041609
06079010300,2018,11,13,99.3133094376
06079010300,2018,12,1,0.01039019
06079010300,2019,05,4,4.220758358391
06079010300,2019,06,7,4.92501772
06079010300,2019,07,4,5.3789507
06079010300,2019,09,2,4.207645
06079010300,2019,10,4,12.531781
06079010300,2019,11,2,8.655075
06079010300,2020,01,1,0.4211784
06079010300,2020,02,1,0.008283098
06079010300,2020,04,1,0.2566745
06079010300,2020,05,4,5.70997048
06079010300,2020,06,6,2.79582967432
06079010300,2020,07,7,4.641895375
06079010300,2020,08,18,419.10680321005
06079010300,2020,09,30,522.0347616
06079010300,2020,10,29,296.974033
06079010300,2020,11,6,29.7104665
06079012702,2013,02,1,0.0116046
06079012702,2013,05,4,7.75472162
06079012702,2013,06,6,8.97529672
06079012702,2013,07,8,15.0529832
06079012702,2013,08,6,4.86885368
06079012702,2013,09,7,10.06639537
06079012702,2013,10,2,1.1643634
06079012702,2013,11,1,0.01237674
06079012702,2013,12,1,0.4401268
06079012702,2014,01,2,0.23061488
06079012702,2014,05,2,1.693218625881
06079012702,2014,06,1,2.382596
06079012702,2014,07,2,1.0307653
06079012702,2014,08,2,3.985888
06079012702,2014,09,3,5.50477902186498
06079012702,2015,04,1,1.288046
06079012702,2015,05,1,1.5526
06079012702,2015,06,5,4.82511955
06079012702,2015,07,1,0.1493223
06079012702,2015,08,9,18.5801735
06079012702,2015,09,6,15.778209
06079012702,2016,05,3,0.074644716
06079012702,2016,06,7,7.292680203
06079012702,2016,07,13,67.7432401
06079012702,2016,08,24,102.79178333
06079012702,2016,09,19,57.0552072889
06079012702,2016,10,2,0.11015514
06079012702,2016,11,2,0.012878842
06079012702,2017,02,1,0.006478156
06079012702,2017,05,2,0.87481540496
06079012702,2017,06,2,0.536308107989787
06079012702,2017,07,12,24.761736273
06079012702,2017,08,18,35.8474302
06079012702,2017,09,11,39.20469291
06079012702,2017,10,8,49.8662132288
06079012702,2017,12,6,31.486764621
06079012702,2018,02,1,0.03073418
06079012702,2018,03,2,0.01581607
06079012702,2018,06,2,6.669096
06079012702,2018,07,11,20.776085917
06079012702,2018,08,21,110.005955014
06079012702,2018,09,1,0.004082758
06079012702,2018,10,4,9.517936
06079012702,2018,11,11,84.9923749
06079012702,2019,05,4,3.651871113
06079012702,2019,06,4,3.47626878
06079012702,2019,07,3,3.9208286
06079012702,2019,09,3,1.31917783
06079012702,2019,10,5,9.8633563826
06079012702,2019,11,2,5.867789
06079012702,2020,02,2,0.3285843
06079012702,2020,04,1,0.1967256
06079012702,2020,05,3,0.07896643577
06079012702,2020,06,6,2.257176136
06079012702,2020,07,7,3.08205491
06079012702,2020,08,20,639.6640221
06079012702,2020,09,30,401.2838569
06079012702,2020,10,29,277.89034775
06079012702,2020,11,5,17.8876421
06083001800,2013,02,2,0.01026289
06083001800,2013,05,6,11.961403
06083001800,2013,06,6,14.20185484
06083001800,2013,07,8,24.5161702
06083001800,2013,08,4,1.848331063745
06083001800,2013,09,6,13.6799036
06083001800,2013,10,1,0.01437478
06083001800,2014,01,2,0.81985812
06083001800,2014,05,2,0.113243204
06083001800,2014,08,2,1.1107071
06083001800,2014,09,2,1.70333766
06083001800,2015,04,1,2.257005
06083001800,2015,06,5,4.172593
06083001800,2015,08,6,7.807640393
06083001800,2015,09,6,15.1834252
06083001800,2015,12,1,0.01148336
06083001800,2016,06,12,32.803264688
06083001800,2016,07,13,42.1221975
06083001800,2016,08,20,147.691822659
06083001800,2016,09,14,22.893178399
06083001800,2016,11,1,0.003781597
06083001800,2017,05,2,0.14164233
06083001800,2017,07,16,97.1995303949
06083001800,2017,08,16,30.527919091
06083001800,2017,09,10,32.47395655
06083001800,2017,10,7,34.499774
06083001800,2017,12,18,800.854710676
06083001800,2018,02,1,0.43683
06083001800,2018,03,2,0.010830625
06083001800,2018,07,10,30.858896
06083001800,2018,08,18,70.6437528
06083001800,2018,09,1,2.613384
06083001800,2018,10,2,0.5632123
06083001800,2018,11,9,56.80838712
06083001800,2019,01,1,0.1321229
06083001800,2019,02,1,0.01890217
06083001800,2019,05,3,2.70152252
06083001800,2019,06,2,2.7156701
06083001800,2019,07,2,2.34132228
06083001800,2019,09,3,0.715561481
06083001800,2019,10,8,18.76770602
06083001800,2019,11,4,20.7893429
06083001800,2019,12,1,0.0007259577
06083001800,2020,02,1,0.08420647
06083001800,2020,06,4,1.0772665204
06083001800,2020,07,4,2.090549165
06083001800,2020,08,18,196.900629893
06083001800,2020,09,30,441.9780418
06083001800,2020,10,29,245.4278161
06083001800,2020,11,6,13.81842747
06085508102,2013,05,2,14.80745
06085508102,2013,06,1,2.552317
06085508102,2013,07,7,26.415867
06085508102,2013,08,3,2.3226485
06085508102,2013,09,3,4.968656
06085508102,2013,10,1,0.6322454
06085508102,2013,11,1,3.957383
06085508102,2014,05,1,2.030448
06085508102,2014,07,1,1.002554
06085508102,2014,08,4,8.2254374
06085508102,2014,09,6,23.18142
06085508102,2015,04,1,1.300773
06085508102,2015,05,3,7.095333
06085508102,2015,06,1,2.295947
06085508102,2015,07,2,3.7910202
06085508102,2015,08,9,26.2823674
06085508102,2015,09,8,28.8295297
06085508102,2015,10,3,10.313461
06085508102,2016,07,6,22.591143
06085508102,2016,08,17,35.0464428
06085508102,2016,09,15,57.22243
06085508102,2017,07,3,8.94697
06085508102,2017,08,18,69.658826
06085508102,2017,09,12,118.614194
06085508102,2017,10,9,164.658627
06085508102,2017,12,6,48.717858
06085508102,2018,06,2,3.707326
06085508102,2018,07,11,22.5370675
06085508102,2018,08,20,141.649136
06085508102,2018,09,5,21.36741
06085508102,2018,10,1,2.432238
06085508102,2018,11,13,753.509986
06085508102,2019,05,1,0.3296106
06085508102,2019,06,4,7.0079131
06085508102,2019,07,3,5.815596
06085508102,2019,09,1,1.659551
06085508102,2019,10,9,32.561216
06085508102,2019,11,2,10.538207
06085508102,2020,07,6,8.2537431
06085508102,2020,08,17,262.500533
06085508102,2020,09,29,665.8906158
06085508102,2020,10,18,259.054371
06085508102,2020,11,3,28.17297
06089012702,2013,03,1,2.13898
06089012702,2013,04,4,3.991453924
06089012702,2013,05,2,4.593056221
06089012702,2013,06,1,1.675411
06089012702,2013,07,14,63.713448
06089012702,2013,08,22,89.0835933284
06089012702,2013,09,3,4.707053
06089012702,2013,10,5,2.203556826
06089012702,2013,11,4,3.144474046
06089012702,2014,01,1,0.1421608
06089012702,2014,02,1,3.115083
06089012702,2014,03,3,0.052054328
06089012702,2014,04,1,0.004500198
06089012702,2014,05,1,2.004263
06089012702,2014,06,2,10.510225
06089012702,2014,07,13,78.007262684
06089012702,2014,08,27,476.408023029
06089012702,2014,09,16,74.6479029
06089012702,2014,10,2,1.8877763
06089012702,2014,11,1,0.002515536
06089012702,2015,01,1,0.001504674
06089012702,2015,02,2,3.7889571
06089012702,2015,03,1,0.2164574
06089012702,2015,04,8,23.36034241
06089012702,2015,05,4,9.210949
06089012702,2015,06,4,11.489029
06089012702,2015,07,6,8.4833732
06089012702,2015,08,24,300.0140647
06089012702,2015,09,7,67.6590667
06089012702,2015,10,3,0.231600368
06089012702,2015,11,4,18.581503788
06089012702,2016,04,1,1.29823
06089012702,2016,05,3,1.8427663296
06089012702,2016,06,2,0.110146128
06089012702,2016,07,6,14.272657
06089012702,2016,08,14,42.1844351
06089012702,2016,09,13,31.174743472
06089012702,2016,10,1,1.712563
06089012702,2016,11,1,2.427092
06089012702,2017,05,4,0.947680945
06089012702,2017,07,13,111.663511322
06089012702,2017,08,27,383.2602726
06089012702,2017,09,19,224.4531462
06089012702,2017,10,7,16.008609202
06089012702,2017,11,1,0.7995857
06089012702,2017,12,1,0.1104909
06089012702,2018,02,3,2.0300745
06089012702,2018,04,2,0.9723599
06089012702,2018,05,1,0.9887837
06089012702,2018,06,7,24.1380659
06089012702,2018,07,21,444.1998497
06089012702,2018,08,30,1153.992155
06089012702,2018,09,17,182.4521086
06089012702,2018,10,8,6.85978929
06089012702,2018,11,9,32.427627216
06089012702,2018,12,1,0.002093938
06089012702,2019,04,1,0.4100089
06089012702,2019,05,5,1.2206596066
06089012702,2019,06,4,3.9318286
06089012702,2019,07,12,32.683163
06089012702,2019,08,1,0.7492218
06089012702,2019,09,12,28.233372319
06089012702,2019,10,7,10.1662944
06089012702,2019,11,2,2.3349167
06089012702,2020,02,2,0.431610816
06089012702,2020,03,1,0.153559
06089012702,2020,07,14,116.75923475
06089012702,2020,08,26,569.0600322
06089012702,2020,09,27,784.9520578
06089012702,2020,10,11,193.0615546954
06095252305,2013,02,1,7.726292
06095252305,2013,05,3,15.249509
06095252305,2013,06,1,3.09617
06095252305,2013,07,12,46.8392648
06095252305,2013,08,12,29.0761251
06095252305,2013,09,3,7.252978
06095252305,2013,10,2,0.384862279783
06095252305,2013,11,3,4.8351743
06095252305,2014,05,1,1.240674
06095252305,2014,07,5,6.2468396
06095252305,2014,08,8,30.88195821
06095252305,2014,09,9,33.472069
06095252305,2015,04,3,4.0329421
06095252305,2015,05,4,9.759086
06095252305,2015,06,2,4.879024
06095252305,2015,07,3,7.642048
06095252305,2015,08,11,43.4781798
06095252305,2015,09,7,23.1467939
06095252305,2015,10,2,6.78686
06095252305,2016,06,1,0.5265763
06095252305,2016,07,5,9.6524365091333
06095252305,2016,08,15,30.142544
06095252305,2016,09,14,46.62198318
06095252305,2017,07,4,8.528703
06095252305,2017,08,20,80.486116
06095252305,2017,09,14,150.884999989197
06095252305,2017,10,9,357.115491163
06095252305,2017,12,1,8.37414
06095252305,2018,02,1,1.685984
06095252305,2018,06,4,7.726878
06095252305,2018,07,14,75.3830632
06095252305,2018,08,29,263.96474861
06095252305,2018,09,12,49.4078938
06095252305,2018,10,3,1.72309954811
06095252305,2018,11,14,955.2559542
06095252305,2019,04,1,4.070914
06095252305,2019,05,1,0.4065385
06095252305,2019,06,5,4.2351053
06095252305,2019,07,6,9.0962165
06095252305,2019,08,2,2.994182
06095252305,2019,09,5,11.94389225
06095252305,2019,10,11,48.7282327
06095252305,2019,11,2,3.488409667637
06095252305,2019,12,1,7.237988
06095252305,2020,02,1,2.777326
06095252305,2020,06,3,1.879202400825
06095252305,2020,07,7,7.4925287202561
06095252305,2020,08,16,447.283828
06095252305,2020,09,30,769.0957316
06095252305,2020,10,22,311.7777945897
06095252305,2020,11,4,21.096794
06095252305,2020,12,1,1.849532
06095252317,2013,02,2,8.3070507
06095252317,2013,03,1,0.07337198
06095252317,2013,05,3,17.274199
06095252317,2013,06,1,2.73897
06095252317,2013,07,12,49.126767
06095252317,2013,08,12,28.4440226
06095252317,2013,09,4,9.9837531
06095252317,2013,10,2,0.486614
06095252317,2013,11,3,2.8443528
06095252317,2014,05,1,1.058992
06095252317,2014,07,7,13.6263747
06095252317,2014,08,7,36.2586192
06095252317,2014,09,9,32.331777
06095252317,2015,04,3,6.6451474
06095252317,2015,05,4,9.405791
06095252317,2015,06,4,6.9644721
06095252317,2015,07,5,9.935753
06095252317,2015,08,11,44.207694
06095252317,2015,09,7,25.1945689
06095252317,2015,10,1,3.278009
06095252317,2015,11,1,0.08620495
06095252317,2016,06,1,1.436768
06095252317,2016,07,6,10.4790911
06095252317,2016,08,15,29.566863
06095252317,2016,09,13,46.411328
06095252317,2017,07,6,11.2026641
06095252317,2017,08,20,79.856256
06095252317,2017,09,13,153.088356
06095252317,2017,10,9,314.242721
06095252317,2017,12,1,7.02135
06095252317,2018,02,1,4.455358
06095252317,2018,06,5,11.006829
06095252317,2018,07,17,104.1196709
06095252317,2018,08,28,394.531308
06095252317,2018,09,11,56.608373
06095252317,2018,10,1,1.92273
06095252317,2018,11,14,948.30213585
06095252317,2019,04,1,4.071418
06095252317,2019,05,1,0.00689813
06095252317,2019,06,5,3.736317
06095252317,2019,07,6,10.570188
06095252317,2019,08,2,3.638068
06095252317,2019,09,4,11.0567297
06095252317,2019,10,10,50.9930976
06095252317,2019,11,1,3.473501
06095252317,2019,12,1,6.518254
06095252317,2020,02,1,0.09820046
06095252317,2020,06,2,3.2828102
06095252317,2020,07,7,8.6154141
06095252317,2020,08,17,619.200691
06095252317,2020,09,30,812.653949
06095252317,2020,10,22,347.597271
06095252317,2020,11,5,19.5794785
06095252904,2013,02,2,7.7997094
06095252904,2013,03,1,0.7065256
06095252904,2013,05,3,18.940244
06095252904,2013,06,1,2.7854
06095252904,2013,07,12,47.93908979
06095252904,2013,08,13,32.0714951
06095252904,2013,09,4,6.5009325
06095252904,2013,10,2,0.1663154987
06095252904,2013,11,2,6.1326374
06095252904,2013,12,1,0.1524665
06095252904,2014,01,1,2.215996
06095252904,2014,04,1,0.1180378
06095252904,2014,05,1,0.9991464
06095252904,2014,06,1,0.1439961
06095252904,2014,07,9,13.7856173492
06095252904,2014,08,10,39.4929274345
06095252904,2014,09,9,31.792075
06095252904,2015,04,3,6.05727824
06095252904,2015,05,4,9.105754
06095252904,2015,06,3,5.15628279
06095252904,2015,07,6,20.33096174
06095252904,2015,08,14,44.42313855
06095252904,2015,09,7,28.1539628
06095252904,2015,10,2,6.474881
06095252904,2015,11,1,0.9408672
06095252904,2016,06,2,0.09008866
06095252904,2016,07,6,9.28767917
06095252904,2016,08,18,39.1021283502
06095252904,2016,09,13,46.868078
06095252904,2016,10,1,0.218138
06095252904,2016,11,1,0.001486146
06095252904,2017,07,6,9.3342967
06095252904,2017,08,20,74.8687058
06095252904,2017,09,13,152.004408
06095252904,2017,10,9,222.757809
06095252904,2017,12,1,6.520306
06095252904,2018,02,3,4.07484257
06095252904,2018,06,6,10.9666581
06095252904,2018,07,19,109.7354238
06095252904,2018,08,28,383.505544
06095252904,2018,09,11,52.34921
06095252904,2018,10,3,1.65417203
06095252904,2018,11,15,936.07005573
06095252904,2019,02,1,0.1407754
06095252904,2019,04,2,4.2315775
06095252904,2019,05,1,0.009366541
06095252904,2019,06,4,4.0951889
06095252904,2019,07,5,8.9788
06095252904,2019,08,2,3.647342
06095252904,2019,09,4,9.7223514772
06095252904,2019,10,10,45.8236182
06095252904,2019,11,3,3.23537493
06095252904,2019,12,1,6.814231
06095252904,2020,01,1,0.07079626
06095252904,2020,02,3,4.0546246
06095252904,2020,03,1,0.01410052
06095252904,2020,06,2,0.59637083
06095252904,2020,07,7,8.00050861
06095252904,2020,08,17,670.438646
06095252904,2020,09,30,856.216835
06095252904,2020,10,22,352.5111082
06095252904,2020,11,6,19.5599462
06095253206,2013,02,1,7.540756
06095253206,2013,03,1,0.7076909
06095253206,2013,05,3,18.887045
06095253206,2013,06,1,2.817337
06095253206,2013,07,11,47.912115
06095253206,2013,08,13,31.8895269
06095253206,2013,09,2,6.132572
06095253206,2013,11,2,6.3539181
06095253206,2014,01,1,2.272004
06095253206,2014,05,1,1.020099
06095253206,2014,07,8,13.279864705
06095253206,2014,08,9,39.135661798
06095253206,2014,09,9,31.297694
06095253206,2015,04,2,5.931029
06095253206,2015,05,4,9.085529
06095253206,2015,06,2,5.112601
06095253206,2015,07,5,20.633476
06095253206,2015,08,12,43.491324474
06095253206,2015,09,7,28.2087442
06095253206,2015,10,2,6.658621
06095253206,2015,11,1,0.9589907
06095253206,2016,07,4,9.23543
06095253206,2016,08,16,39.290705
06095253206,2016,09,13,46.983285
06095253206,2017,07,4,9.119054
06095253206,2017,08,19,74.475524
06095253206,2017,09,13,151.996214
06095253206,2017,10,9,223.775077
06095253206,2017,12,1,6.515052
06095253206,2018,02,1,3.973676
06095253206,2018,06,5,10.857683
06095253206,2018,07,18,108.835521185
06095253206,2018,08,28,382.973022
06095253206,2018,09,11,51.249219
06095253206,2018,10,1,1.493575
06095253206,2018,11,14,933.48288296
06095253206,2019,04,1,3.932086
06095253206,2019,05,1,0.004783487
06095253206,2019,06,4,4.1606958
06095253206,2019,07,5,9.012911
06095253206,2019,08,2,3.718468
06095253206,2019,09,3,9.5926534
06095253206,2019,10,10,46.2456554
06095253206,2019,11,1,3.135076
06095253206,2019,12,1,6.742908
06095253206,2020,01,1,0.002504447
06095253206,2020,02,2,3.757102678
06095253206,2020,06,1,0.5146612
06095253206,2020,07,6,8.0262496
06095253206,2020,08,17,672.746804
06095253206,2020,09,30,854.231932
06095253206,2020,10,21,352.253974
06095253206,2020,11,5,19.175044
06097154201,2013,02,1,3.603261
06097154201,2013,04,4,11.367896
06097154201,2013,05,3,14.834226
06097154201,2013,06,1,2.56196
06097154201,2013,07,9,41.22099
06097154201,2013,08,12,41.9090808334
06097154201,2013,10,1,0.4085415
06097154201,2013,11,3,11.6512612266
06097154201,2013,12,1,4.750134
06097154201,2014,03,1,2.415229
06097154201,2014,05,1,1.89771
06097154201,2014,06,1,3.506696
06097154201,2014,07,3,7.0580549
06097154201,2014,08,11,47.8263585
06097154201,2014,09,14,60.6928859
06097154201,2015,01,1,0.1442194
06097154201,2015,04,3,8.298765
06097154201,2015,05,4,9.800977
06097154201,2015,06,2,6.415623
06097154201,2015,07,5,11.929467
06097154201,2015,08,17,124.0653486
06097154201,2015,09,5,34.051953
06097154201,2015,10,1,2.857141
06097154201,2016,07,1,4.002031
06097154201,2016,08,11,33.73112
06097154201,2016,09,13,45.631636
06097154201,2017,07,3,8.576006
06097154201,2017,08,22,123.981361262
06097154201,2017,09,15,160.923438
06097154201,2017,10,11,394.60822992
06097154201,2017,12,4,28.910736
06097154201,2018,02,1,1.688199
06097154201,2018,06,5,11.152795583
06097154201,2018,07,11,205.140992
06097154201,2018,08,29,535.416002
06097154201,2018,09,8,52.720171
06097154201,2018,11,13,944.0425
06097154201,2019,04,2,6.668129
06097154201,2019,05,2,2.7552301
06097154201,2019,06,4,4.7773588
06097154201,2019,07,6,11.9037662
06097154201,2019,08,1,1.995196
06097154201,2019,09,4,10.3968699
06097154201,2019,10,9,133.2152896
06097154201,2020,02,2,6.584518
06097154201,2020,03,3,6.4189252835
06097154201,2020,04,1,3.035774
06097154201,2020,05,2,3.504828
06097154201,2020,06,1,0.4213465
06097154201,2020,07,6,12.353401
06097154201,2020,08,17,548.521618
06097154201,2020,09,29,1004.484363
06097154201,2020,10,14,255.604411
06097154201,2020,11,2,4.048212336
06097154202,2013,02,1,3.550362
06097154202,2013,04,4,11.19922
06097154202,2013,05,3,14.771721
06097154202,2013,06,1,2.560055
06097154202,2013,07,9,41.280606
06097154202,2013,08,12,41.71912713
06097154202,2013,09,1,0.0004882017
06097154202,2013,10,3,0.4329844494
06097154202,2013,11,3,11.62718902
06097154202,2013,12,1,4.587424
06097154202,2014,03,1,2.403758
06097154202,2014,05,1,1.896906
06097154202,2014,06,1,3.5241
06097154202,2014,07,3,7.0418277
06097154202,2014,08,11,47.691742
06097154202,2014,09,14,60.7249686
06097154202,2015,01,1,0.1696452
06097154202,2015,04,3,8.264089
06097154202,2015,05,4,9.773766
06097154202,2015,06,2,6.377821
06097154202,2015,07,5,11.853285
06097154202,2015,08,17,122.9662782
06097154202,2015,09,5,33.922508
06097154202,2015,10,1,2.858398
06097154202,2016,07,1,3.997833
06097154202,2016,08,11,33.670157
06097154202,2016,09,14,45.65713755
06097154202,2017,07,3,8.530849
06097154202,2017,08,22,123.9482029
06097154202,2017,09,15,160.534815
06097154202,2017,10,11,395.44373532
06097154202,2017,12,7,28.817734645
06097154202,2018,02,1,1.683609
06097154202,2018,06,6,11.044594954
06097154202,2018,07,11,203.413804
06097154202,2018,08,29,530.433535
06097154202,2018,09,8,52.589923
06097154202,2018,11,13,943.87762
06097154202,2019,04,2,6.490949
06097154202,2019,05,3,2.752253107
06097154202,2019,06,4,4.8023963
06097154202,2019,07,6,11.9285612
06097154202,2019,08,1,1.984222
06097154202,2019,09,5,10.3306078844
06097154202,2019,10,9,138.3862328
06097154202,2020,02,2,6.55785
06097154202,2020,03,3,6.32343573
06097154202,2020,04,1,3.037167
06097154202,2020,05,2,3.466689
06097154202,2020,06,1,0.4246331
06097154202,2020,07,7,12.265080927
06097154202,2020,08,17,546.228131
06097154202,2020,09,29,1000.3069604
06097154202,2020,10,14,255.122531
06097154202,2020,11,2,4.07936099
06099000101,2013,05,2,10.78006
06099000101,2013,06,2,3.6267773
06099000101,2013,07,15,59.78381216
06099000101,2013,08,18,125.71753458
06099000101,2013,09,11,61.82712613
06099000101,2013,10,3,1.83658197
06099000101,2013,11,6,6.597994401
06099000101,2014,01,2,3.0016878
06099000101,2014,02,1,0.8810911
06099000101,2014,03,1,0.1463169
06099000101,2014,04,1,1.656932
06099000101,2014,05,1,0.7961249
06099000101,2014,06,3,3.613287481
06099000101,2014,07,6,10.74133112
06099000101,2014,08,4,20.5292804
06099000101,2014,09,7,38.026248
06099000101,2014,11,1,0.01770558
06099000101,2015,03,1,2.400158
06099000101,2015,04,3,5.09153551
06099000101,2015,05,4,6.87812
06099000101,2015,06,5,16.7967083
06099000101,2015,07,6,10.9163832184
06099000101,2015,08,12,27.8781463
06099000101,2015,09,13,136.02501851
06099000101,2015,10,2,2.6651555
06099000101,2016,06,2,2.713154068
06099000101,2016,07,8,22.57994984
06099000101,2016,08,24,60.970796
06099000101,2016,09,14,54.301524
06099000101,2017,07,13,26.051904
06099000101,2017,08,21,86.356904
06099000101,2017,09,14,154.368692
06099000101,2017,10,11,79.4444031
06099000101,2017,11,1,0.1283482
06099000101,2017,12,2,1.8175417
06099000101,2018,01,1,0.9447162
06099000101,2018,02,2,1.50044356
06099000101,2018,05,3,4.32643746
06099000101,2018,06,8,9.563498248
06099000101,2018,07,23,153.792798805
06099000101,2018,08,27,346.0615906
06099000101,2018,09,11,31.350111509
06099000101,2018,10,2,2.7858096
06099000101,2018,11,12,520.4150768
06099000101,2018,12,1,0.003294109
06099000101,2019,01,1,1.731531
06099000101,2019,02,1,3.546133
06099000101,2019,03,1,4.018341
06099000101,2019,04,2,2.95475384
06099000101,2019,05,1,0.005804888
06099000101,2019,06,6,3.1601502
06099000101,2019,07,4,6.4247066
06099000101,2019,08,5,4.16300772
06099000101,2019,09,3,4.2947074
06099000101,2019,10,10,27.7281464
06099000101,2019,11,4,6.3968569
06099000101,2020,02,2,7.194216
06099000101,2020,03,2,6.029924
06099000101,2020,04,1,1.238327
06099000101,2020,06,3,1.253886378
06099000101,2020,07,9,14.15340547
06099000101,2020,08,17,521.872336
06099000101,2020,09,30,930.8400784
06099000101,2020,10,28,329.2793159
06099000101,2020,11,5,44.213176
06099000501,2013,05,2,15.259104
06099000501,2013,06,2,3.773169
06099000501,2013,07,12,56.829839
06099000501,2013,08,15,36.3568923
06099000501,2013,09,7,23.2155213
06099000501,2013,10,1,0.4251234
06099000501,2013,11,2,8.2130942
06099000501,2013,12,1,5.88204
06099000501,2014,05,1,0.5321445
06099000501,2014,06,1,3.03633
06099000501,2014,07,4,7.9618323
06099000501,2014,08,3,15.9629935
06099000501,2014,09,6,25.844925
06099000501,2015,04,1,2.406766
06099000501,2015,05,4,7.387779
06099000501,2015,06,5,12.0529331
06099000501,2015,07,4,7.1474964
06099000501,2015,08,11,25.7732606
06099000501,2015,09,10,37.1922714
06099000501,2015,10,2,5.772403
06099000501,2016,06,2,3.0696295
06099000501,2016,07,7,23.73888
06099000501,2016,08,24,58.803891
06099000501,2016,09,13,60.895672
06099000501,2016,12,1,7.215346
06099000501,2017,07,7,10.3578982
06099000501,2017,08,21,67.4263533
06099000501,2017,09,13,145.925709
06099000501,2017,10,10,95.141866
06099000501,2017,12,2,24.6582768
06099000501,2018,05,1,1.357717
06099000501,2018,06,4,7.5179369
06099000501,2018,07,18,116.0662353
06099000501,2018,08,24,281.359554
06099000501,2018,09,8,39.8977026
06099000501,2018,10,3,8.54432
06099000501,2018,11,12,921.2851712
06099000501,2018,12,1,7.589034
06099000501,2019,03,1,5.973024
06099000501,2019,04,2,5.654522
06099000501,2019,05,1,3.460236e-06
06099000501,2019,06,3,1.6732609
06099000501,2019,07,5,6.4054885
06099000501,2019,08,6,8.2486732724
06099000501,2019,09,2,2.5625547
06099000501,2019,10,9,33.9954137
06099000501,2019,11,3,5.7750733
06099000501,2019,12,1,1.207167
06099000501,2020,02,1,7.904323
06099000501,2020,03,1,0.7654419
06099000501,2020,04,1,0.348056
06099000501,2020,07,9,10.0961553
06099000501,2020,08,17,576.2260603
06099000501,2020,09,30,828.3545193
06099000501,2020,10,26,390.003249
06099000501,2020,11,5,39.410709
06099003400,2013,03,1,0.05073071
06099003400,2013,04,1,0.005755053
06099003400,2013,05,4,20.412374266
06099003400,2013,06,2,4.703503
06099003400,2013,07,12,51.86368
06099003400,2013,08,11,21.6686963341
