period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,gross.generation,gross.generation.units,sector,entityid,entityName,balancing_authority_code,balancing.authority.name,status,gen_cap,operating.year.month,geometry,intersection,geoid,long,lat
2020-10,64021,Alden Solar CSG LLC,SUN,Solar,CO,Colorado,PV,201.92,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,PSCO,Public Service Company of Colorado,OP,1.6,2020-03,-104.58107|40.45633,10550,08123001600,-104.58107,40.45633
2020-10,64024,"Monte Vista Solar 2 CSG, LLC",SUN,Solar,CO,Colorado,PV,250.69,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,PSCO,Public Service Company of Colorado,OP,1.6,2020-05,-106.09988|37.57176,10021,08105976700,-106.09988,37.57176
2020-10,64031,"Fremont CO 1, LLC",SUN,Solar,CO,Colorado,PV,216.47,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,PSCO,Public Service Company of Colorado,OP,1.8,2020-01,-105.21246|38.46446,10745,08043978300,-105.21246,38.46446
2020-12,64152,SR Rattlesnake,SUN,Solar,CO,Colorado,PV,1104,megawatthours,ipp-non-chp,63771,"SR Rattlesnake, LLC",WACM,Western Area Power Administration - Rocky Mountain Region,OP,6,2020-12,-104.413144|40.105427,10543,08123002502,-104.413144,40.105427
2020-10,64200,Jack's Solar Garden,SUN,Solar,CO,Colorado,PV,91.13,megawatthours,ipp-non-chp,63818,Jack's Solar Garden,PSCO,Public Service Company of Colorado,OP,1,2020-10,-105.130321|40.122552,10610,08013013211,-105.130321,40.122552
2020-12,64265,Rock Creek 2 CSG,SUN,Solar,CO,Colorado,PV,29,megawatthours,ipp-non-chp,60025,Greenbacker Renewable Energy Corporation,WACM,Western Area Power Administration - Rocky Mountain Region,OP,1.6,2020-12,-105.90341|37.39955,9775,08003960100,-105.90341,37.39955
2017-12,59695,"Mt. Home Solar 1, LLC",SUN,Solar,ID,Idaho,PV,2186.66,megawatthours,ipp-non-chp,59469,"Mt. Home Solar 1, LLC",IPCO,Idaho Power Company,OP,20,2017-03,-115.752|43.129,10834,16039960400,-115.752,43.129
2017-12,60009,Murphy Flat Solar,SUN,Solar,ID,Idaho,PV,1749.15,megawatthours,ipp-non-chp,59755,"Murphy Flat Power, LLC",IPCO,Idaho Power Company,OP,20,2017-04,-116.439|43.213,10896,16073950200,-116.439,43.213
2017-12,60010,Orchard Ranch Solar,SUN,Solar,ID,Idaho,PV,2146.66,megawatthours,ipp-non-chp,59756,"Orchard Ranch Solar, LLC",IPCO,Idaho Power Company,OP,20,2017-03,-116.285|43.467,10819,16001010501,-116.285,43.467
2017-12,60011,American Falls Solar,SUN,Solar,ID,Idaho,PV,2001.47,megawatthours,ipp-non-chp,59757,American Falls Solar LLC,IPCO,Idaho Power Company,OP,20,2017-03,-112.752|42.824,11073,16077960200,-112.752,42.824
2017-12,60012,American Falls Solar II,SUN,Solar,ID,Idaho,PV,2039.8,megawatthours,ipp-non-chp,59758,"American Falls Solar II, LLC",IPCO,Idaho Power Company,OP,20,2017-03,-112.752|42.824,11073,16077960200,-112.752,42.824
2017-02,60068,Grand View Solar Two,SUN,Solar,ID,Idaho,PV,5496,megawatthours,ipp-non-chp,59806,"Grand View PV Solar Two, LLC",IPCO,Idaho Power Company,OP,80,2016-12,-116.093431|42.989614,10896,16073950200,-116.093431,42.989614
2017-02,60445,ID Solar,SUN,Solar,ID,Idaho,PV,4821.16,megawatthours,ipp-non-chp,61060,Cypress Creek Renewables,IPCO,Idaho Power Company,OP,40,2016-08,-116.333|43.444,10819,16001010501,-116.333,43.444
2017-12,60748,Simcoe Solar,SUN,Solar,ID,Idaho,PV,2044.34,megawatthours,ipp-non-chp,60448,Simcoe Solar,IPCO,Idaho Power Company,OP,20,2017-03,-115.955371|43.288439,10833,16039960200,-115.955371,43.288439
2020-02,62151,Clif Bar Bakery of Twin Falls,SUN,Solar,ID,Idaho,PV,184.4,megawatthours,industrial-non-chp,57449,Borrego Solar Systems Inc,IPCO,Idaho Power Company,OP,2,2019-06,-114.412523|42.540968,10940,16083000600,-114.412523,42.540968
2017-12,61289,"River Bend Solar, LLC",SUN,Solar,MT,Montana,PV,186.42,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,2,2017-04,-109.565219|45.703779,11377,30097967000,-109.565219,45.703779
2018-01,61290,"South Mills Solar, LLC",SUN,Solar,MT,Montana,PV,302.33,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,3,2017-04,-107.632624|45.730113,11300,30003000100,-107.632624,45.730113
2018-01,61291,"Green Meadow Solar, LLC",SUN,Solar,MT,Montana,PV,320.8,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,3,2017-04,-112.063623|46.694488,11270,30049000501,-112.063623,46.694488
2018-01,61335,"Great Divide Solar, LLC",SUN,Solar,MT,Montana,PV,320.39,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,3,2017-09,-112.249048|46.805739,11120,30049000200,-112.249048,46.805739
2018-01,61336,"Black Eagle Solar, LLC",SUN,Solar,MT,Montana,PV,318,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,3,2017-09,-111.253974|47.547466,11137,30013010100,-111.253974,47.547466
2018-01,61337,"Magpie Solar, LLC",SUN,Solar,MT,Montana,PV,306.33,megawatthours,ipp-non-chp,60496,Enerparc Inc.,NWMT,NorthWestern Energy (NWMT),OP,3,2017-09,-108.937935|46.291439,11312,30037000100,-108.937935,46.291439
2013-04,57243,Cimarron Solar Facility,SUN,Solar,NM,New Mexico,PV,5758,megawatthours,ipp-non-chp,17650,Southern Power Co,WACM,Western Area Power Administration - Rocky Mountain Region,OP,30.6,2010-12,-104.635659|36.468078,12087,35007950700,-104.635659,36.468078
2013-05,57338,Roadrunner Solar,SUN,Solar,NM,New Mexico,PV,5153.4,megawatthours,ipp-non-chp,59400,NRG Solar Roadrunner,EPE,El Paso Electric Company,OP,20.2,2011-08,-106.673333|31.792778,12479,35013001701,-106.673333,31.792778
2013-05,57369,Questa Solar Facility,SUN,Solar,NM,New Mexico,PV,190.82,megawatthours,ipp-non-chp,56706,Chevron Technology Ventures,PNM,Public Service Company of New Mexico,OP,1,2011-01,-105.60944|36.716944,12106,35055952300,-105.60944,36.716944
2013-04,57567,Albuquerque Solar Energy Center,SUN,Solar,NM,New Mexico,PV,387.89,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,2,2011-04,-106.60005|35.168957,12389,35001003736,-106.60005,35.168957
2013-04,57571,Los Lunas Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1059.15,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,7,2011-06,-106.772413|34.833136,12470,35061971400,-106.772413,34.833136
2013-04,57575,Deming Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1061.04,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,9,2011-08,-107.75056|32.165833,12548,35029000400,-107.75056,32.165833
2013-04,57576,Las Vegas Solar Energy Center,SUN,Solar,NM,New Mexico,PV,941.77,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,5,2011-11,-105.206667|35.643333,12256,35047957200,-105.206667,35.643333
2013-04,57577,Alamogordo Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1021.49,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,5,2011-10,-105.999775|32.86571,12268,35035000500,-105.999775,32.86571
2013-04,57591,"Hatch Solar Energy Center I, LLC",SUN,Solar,NM,New Mexico,PV,708.83,megawatthours,ipp-non-chp,56926,"Hatch Solar Energy Center I, LLC",EPE,El Paso Electric Company,OP,5,2011-06,-107.259722|32.63,12265,35013001400,-107.259722,32.63
2013-05,57736,SPS1 Dollarhide,SUN,Solar,NM,New Mexico,PV,2237.68,megawatthours,ipp-non-chp,57055,"SunE SPS1, LLC",SWPP,Southwest Power Pool,OP,10,2011-09,-103.137825|32.12743,12290,35025000900,-103.137825,32.12743
2013-05,57737,SPS2 Jal,SUN,Solar,NM,New Mexico,PV,2261.3,megawatthours,ipp-non-chp,57056,"SunE SPS2, LLC",SWPP,Southwest Power Pool,OP,10,2011-09,-103.183056|32.183611,12290,35025000900,-103.183056,32.183611
2013-05,57738,SPS3 Lea,SUN,Solar,NM,New Mexico,PV,2222.81,megawatthours,ipp-non-chp,57057,"SunE SPS3, LLC",SWPP,Southwest Power Pool,OP,10,2011-11,-103.323333|32.469722,12409,35025000800,-103.323333,32.469722
2013-05,57739,SPS4 Monument,SUN,Solar,NM,New Mexico,PV,2363.37,megawatthours,ipp-non-chp,57059,"SunE SPS4, LLC",SWPP,Southwest Power Pool,OP,10.1,2011-12,-103.303611|32.681944,12542,35025000702,-103.303611,32.681944
2013-05,57740,SPS5 Hopi,SUN,Solar,NM,New Mexico,PV,2328.18,megawatthours,ipp-non-chp,57058,"SunE SPS5, LLC",SWPP,Southwest Power Pool,OP,10.1,2011-12,-104.234722|32.345556,12272,35015000700,-104.234722,32.345556
2014-04,57985,SunE EPE2 LLC,SUN,Solar,NM,New Mexico,PV,1210.2,megawatthours,ipp-non-chp,57361,SunE EPE2 LLC,EPE,El Paso Electric Company,OP,12,2012-05,-106.913333|32.251667,12114,35013001500,-106.913333,32.251667
2014-04,57986,SunE EPE1 LLC,SUN,Solar,NM,New Mexico,PV,997.6,megawatthours,ipp-non-chp,57360,SunE EPE1 LLC,EPE,El Paso Electric Company,OP,10,2012-06,-106.340986|32.034383,12081,35035000902,-106.340986,32.034383
2013-04,58010,WSMR I,SUN,Solar,NM,New Mexico,PV,740.11,megawatthours,ipp-non-chp,57390,Siemens Government Technologies Inc,EPE,El Paso Electric Company,OP,4.6,2012-12,-106.47722|32.395833,12453,35013001900,-106.47722,32.395833
2013-05,58240,Kit Carson,SUN,Solar,NM,New Mexico,PV,275.59,megawatthours,ipp-non-chp,57081,"WGL Energy Systems, Inc",PNM,Public Service Company of New Mexico,OP,1.3,2012-06,-105.438056|36.966667,12151,35055952100,-105.438056,36.966667
2013-05,58256,Los Alamos PV Site,SUN,Solar,NM,New Mexico,PV,153.98,megawatthours,electric-utility,11204,Los Alamos County,PNM,Public Service Company of New Mexico,OP,1,2012-09,-106.31|35.875556,12460,35028000400,-106.31,35.875556
2014-04,58479,SEV NM Phase 2,SUN,Solar,NM,New Mexico,PV,167.64,megawatthours,ipp-non-chp,58465,"Green States Energy, Inc.",SWPP,Southwest Power Pool,OP,2,2013-06,-104.506944|33.351111,12478,35005000600,-104.506944,33.351111
2014-04,58520,Otero Solar,SUN,Solar,NM,New Mexico,PV,686.46,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,8,2013-12,-105.971111|32.976389,12241,35035000603,-105.971111,32.976389
2014-04,58521,Manzano Solar,SUN,Solar,NM,New Mexico,PV,701.21,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,8.4,2013-10,-106.654444|34.746667,12301,35061970301,-106.654444,34.746667
2014-06,58540,Silver City WWTP PV Project,SUN,Solar,NM,New Mexico,PV,324.18,megawatthours,ipp-non-chp,58509,"Affordable Solar Silver City, LLC",PNM,Public Service Company of New Mexico,OP,1,2013-06,-108.248056|32.713889,12118,35017964700,-108.248056,32.713889
2014-04,58576,GSE NM1,SUN,Solar,NM,New Mexico,PV,193.58,megawatthours,ipp-non-chp,58465,"Green States Energy, Inc.",SWPP,Southwest Power Pool,OP,2.3,2011-05,-104.4|33.3,12085,35005001200,-104.4,33.3
2014-04,58588,Sue Cleveland High School,SUN,Solar,NM,New Mexico,PV,89.76,megawatthours,ipp-non-chp,57081,"WGL Energy Systems, Inc",PNM,Public Service Company of New Mexico,OP,1,2013-11,-106.657778|35.313333,12343,35043010718,-106.657778,35.313333
2014-04,58589,Rio Rancho High School,SUN,Solar,NM,New Mexico,PV,86.05,megawatthours,ipp-non-chp,57081,"WGL Energy Systems, Inc",PNM,Public Service Company of New Mexico,OP,1,2013-11,-106.667778|35.264444,12228,35043010703,-106.667778,35.264444
2013-04,58689,Blue Sky One,SUN,Solar,NM,New Mexico,PV,251.47,megawatthours,ipp-non-chp,58621,"SSA Solar of NM, LLC",PNM,Public Service Company of New Mexico,OP,1.3,2012-10,-105.985278|36.907778,12083,35039000400,-105.985278,36.907778
2014-06,58794,Storrie Lake Solar Project,SUN,Solar,NM,New Mexico,PV,204.66,megawatthours,ipp-non-chp,58681,MSM Solar LLC,PNM,Public Service Company of New Mexico,OP,1.9,2014-05,-105.183889|35.656944,12162,35047957500,-105.183889,35.656944
2013-04,58899,Prosperity Energy Storage Facility,SUN,Solar,NM,New Mexico,PV,72.13,megawatthours,electric-utility,15473,Public Service Co of NM,PNM,Public Service Company of New Mexico,OP,0.5,2011-09,-106.637222|35.001944,12391,35001004001,-106.637222,35.001944
2014-06,59010,Macho Springs,SUN,Solar,NM,New Mexico,PV,16852,megawatthours,ipp-non-chp,17650,Southern Power Co,EPE,El Paso Electric Company,OP,52.2,2014-05,-107.48|32.57,12494,35029000500,-107.48,32.57
2017-02,59251,Caprock Solar 1 LLC,SUN,Solar,NM,New Mexico,PV,4525,megawatthours,ipp-non-chp,59991,"Caprock Solar 1, LLC",SWPP,Southwest Power Pool,OP,25,2016-12,-103.378333|34.982778,12211,35037958900,-103.378333,34.982778
2014-04,59393,Eubank Landfill Solar Array,SUN,Solar,NM,New Mexico,PV,141.74,megawatthours,ipp-non-chp,59171,"Suncore Photovoltaics, Inc",PNM,Public Service Company of New Mexico,OP,2,2013-11,-106.53|35.049167,12222,35001000714,-106.53,35.049167
2015-06,59558,Sandoval Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1540.51,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,6.1,2014-12,-106.812778|35.283611,12201,35043010900,-106.812778,35.283611
2015-06,59560,Springer Solar 1,SUN,Solar,NM,New Mexico,PV,244.25,megawatthours,electric-utility,17826,"Springer Electric Coop, Inc",PNM,Public Service Company of New Mexico,OP,1,2015-05,-104.594167|36.398056,12087,35007950700,-104.594167,36.398056
2015-06,59618,Meadow Lake Solar Energy Center,SUN,Solar,NM,New Mexico,PV,2119.29,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,9.1,2015-01,-106.52|34.81,12469,35061970101,-106.52,34.81
2015-06,59619,Cibola,SUN,Solar,NM,New Mexico,PV,1836.13,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,7.6,2015-02,-107.245156|35.20115,12193,35006974700,-107.245156,35.20115
2015-06,59653,City of Truth or Consequences PV,SUN,Solar,NM,New Mexico,PV,257.73,megawatthours,ipp-non-chp,59424,"SSA Solar of NM 4, LLC",PNM,Public Service Company of New Mexico,OP,1.9,2015-02,-107.287778|33.121111,12404,35051962300,-107.287778,33.121111
2016-07,60195,South Valley Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1816.94,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2015-12,-106.736129|34.986073,12253,35001004715,-106.736129,34.986073
2016-07,60196,Santa Fe Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1613.79,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,9.5,2015-12,-106.060859|35.587795,12263,35049010308,-106.060859,35.587795
2016-07,60197,Santolina Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1838.17,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10.5,2015-12,-106.855498|35.029719,12398,35001940600,-106.855498,35.029719
2016-07,60198,Rio Communities Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1713.84,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2015-12,-106.682975|34.582598,12304,35061971100,-106.682975,34.582598
2017-02,60258,Alta Luna,SUN,Solar,NM,New Mexico,PV,4937,megawatthours,ipp-non-chp,60046,"TPE Alta Luna, LLC",PNM,Public Service Company of New Mexico,OP,28.1,2017-01,-107.486458|32.572022,12494,35029000500,-107.486458,32.572022
2019-02,60301,Holloman Solar Facility,SUN,Solar,NM,New Mexico,PV,679.05,megawatthours,electric-utility,5701,El Paso Electric Co,EPE,El Paso Electric Company,OP,5,2018-10,-106.072411|32.921261,12226,35035000601,-106.072411,32.921261
2017-02,60341,Wal-Mart Truth or Consequences PV,SUN,Solar,NM,New Mexico,PV,104.02,megawatthours,ipp-non-chp,60127,"SSA Solar of NM 3, LLC",PNM,Public Service Company of New Mexico,OP,1,2015-09,-107.249831|33.1526,12149,35051962401,-107.249831,33.1526
2017-02,60405,"Chaves Solar, LLC",SUN,Solar,NM,New Mexico,PV,9455.24,megawatthours,ipp-non-chp,60208,Chaves Solar LLC,SWPP,Southwest Power Pool,OP,70,2016-10,-104.456|33.45,12141,35005001102,-104.456,33.45
2017-02,60406,"Roswell Solar, LLC",SUN,Solar,NM,New Mexico,PV,9313.03,megawatthours,ipp-non-chp,60209,"Roswell Solar, LLC",SWPP,Southwest Power Pool,OP,70,2016-08,-104.461074|33.45293,12141,35005001102,-104.461074,33.45293
2017-12,61165,Columbus Solar Project,SUN,Solar,NM,New Mexico,PV,960,megawatthours,ipp-non-chp,61724,New Mexico Renewable Development LLC,PNM,Public Service Company of New Mexico,OP,1.9,2017-12,-107.587513|31.86673,12548,35029000400,-107.587513,31.86673
2017-12,61556,Facebook 1 Solar Energy Center,SUN,Solar,NM,New Mexico,PV,666,megawatthours,ipp-non-chp,61156,"NMRD Data Center, LLC",PNM,Public Service Company of New Mexico,OP,10,2017-12,-106.762|34.831,12470,35061971400,-106.762,34.831
2020-10,61557,Facebook 2 Solar Energy Center,SUN,Solar,NM,New Mexico,PV,2109.1,megawatthours,ipp-non-chp,61156,"NMRD Data Center, LLC",PNM,Public Service Company of New Mexico,OP,10,2018-02,-106.865|35.08,12398,35001940600,-106.865,35.08
2020-10,61558,Facebook 3 Solar Energy Center,SUN,Solar,NM,New Mexico,PV,2145.91,megawatthours,ipp-non-chp,61156,"NMRD Data Center, LLC",PNM,Public Service Company of New Mexico,OP,10,2018-04,-106.865|35.075,12398,35001940600,-106.865,35.075
2019-01,61662,Carrizozo Solar,SUN,Solar,NM,New Mexico,PV,346.69,megawatthours,ipp-non-chp,60520,SoCore Energy LLC,PNM,Public Service Company of New Mexico,OP,3,2018-03,-105.747825|33.610306,12108,35027960200,-105.747825,33.610306
2017-12,61681,Middle Daisy,SUN,Solar,NM,New Mexico,PV,478.45,megawatthours,ipp-non-chp,60584,Onyx Asset Services Group,SWPP,Southwest Power Pool,OP,5,2017-11,-103.371284|32.978636,12411,35025001100,-103.371284,32.978636
2019-01,62149,Syncarpha Eagle Nest,SUN,Solar,NM,New Mexico,PV,122.17,megawatthours,ipp-non-chp,61685,"Syncarpha Eagle Nest I, LLC",PNM,Public Service Company of New Mexico,OP,1,2018-11,-105.2772|36.544166,12087,35007950700,-105.2772,36.544166
2019-01,62191,CNMEC Solar Energy Center,SUN,Solar,NM,New Mexico,PV,272.11,megawatthours,ipp-non-chp,61724,New Mexico Renewable Development LLC,PNM,Public Service Company of New Mexico,OP,2,2018-10,-106.051092|34.783205,12507,35057963600,-106.051092,34.783205
2019-02,62406,City of Gallup Solar,SUN,Solar,NM,New Mexico,PV,951.46,megawatthours,ipp-non-chp,60531,Standard Solar,PNM,Public Service Company of New Mexico,OP,8,2018-05,-108.778791|35.52236,12435,35031945200,-108.778791,35.52236
2020-02,62467,Vista Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1643.33,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2019-03,-106.655|34.741,12387,35061970302,-106.655,34.741
2020-02,62597,Rio De Oro Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1528.99,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2019-06,-106.688|34.692,12387,35061970302,-106.688,34.692
2019-02,62756,RC Energy AA LLC Solar Facility,SUN,Solar,NM,New Mexico,PV,107.36,megawatthours,ipp-non-chp,62655,RC Energy AA LLC,PNM,Public Service Company of New Mexico,OP,1,2011-01,-106.547222|35.152721,12531,35001003715,-106.547222,35.152721
2020-02,62994,Bluewater CDEC 1,SUN,Solar,NM,New Mexico,PV,441.88,megawatthours,ipp-non-chp,62842,"Lightsource Renewable Energy Asset Management, LLC",PNM,Public Service Company of New Mexico,OP,2.4,2019-12,-107.946|35.24,12193,35006974700,-107.946,35.24
2020-02,62995,Grants CDEC 2,SUN,Solar,NM,New Mexico,PV,800.17,megawatthours,ipp-non-chp,62842,"Lightsource Renewable Energy Asset Management, LLC",PNM,Public Service Company of New Mexico,OP,4.5,2019-12,-107.821|35.14,12328,35006974201,-107.821,35.14
2020-02,63081,San Miguel I Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1603.04,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2019-09,-105.1784|35.63457,12162,35047957500,-105.1784,35.63457
2020-02,63082,San Miguel II Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1613.15,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2019-10,-105.1732|35.63471,12162,35047957500,-105.1732,35.63471
2020-11,63123,Syncarpha Taos,SUN,Solar,NM,New Mexico,PV,482.86,megawatthours,ipp-non-chp,62905,"Syncarpha Taos I, LLC",PNM,Public Service Company of New Mexico,OP,3.1,2020-05,-105.660152|36.371326,12422,35055952600,-105.660152,36.371326
2020-02,63124,Syncarpha El Rito,SUN,Solar,NM,New Mexico,PV,234.15,megawatthours,ipp-non-chp,62904,"Syncarpha El Rito I, LLC",PNM,Public Service Company of New Mexico,OP,1.6,2019-12,-106.190105|36.331724,12083,35039000400,-106.190105,36.331724
2020-02,63125,Syncarpha Questa,SUN,Solar,NM,New Mexico,PV,245.26,megawatthours,ipp-non-chp,62906,"Syncarpha Questa I, LLC",PNM,Public Service Company of New Mexico,OP,1.6,2020-01,-105.588421|36.810668,12106,35055952300,-105.588421,36.810668
2020-02,63184,Rio Rancho Solar Energy Center,SUN,Solar,NM,New Mexico,PV,1626.89,megawatthours,electric-utility,59300,PNM Resources,PNM,Public Service Company of New Mexico,OP,10,2019-12,-106.48237|35.10476,12377,35001000112,-106.48237,35.10476
2020-10,63391,City of Rio Rancho WWTP,SUN,Solar,NM,New Mexico,PV,230.75,megawatthours,ipp-non-chp,61724,New Mexico Renewable Development LLC,PNM,Public Service Company of New Mexico,OP,1.2,2019-09,-106.806583|35.179889,12398,35001940600,-106.806583,35.179889
2020-10,63477,Alcalde Solar Array,SUN,Solar,NM,New Mexico,PV,353.52,megawatthours,ipp-non-chp,63213,Jemez Cuba LLC,PNM,Public Service Company of New Mexico,OP,2.4,2020-02,-106.040879|36.091143,12249,35039000200,-106.040879,36.091143
2020-10,63579,Britton Solar Energy Center,SUN,Solar,NM,New Mexico,PV,12043,megawatthours,ipp-non-chp,61156,"NMRD Data Center, LLC",PNM,Public Service Company of New Mexico,OP,50,2019-12,-106.098|35.016,12425,35057963201,-106.098,35.016
2020-10,63860,Encino Solar Energy Center,SUN,Solar,NM,New Mexico,PV,12289,megawatthours,ipp-non-chp,61156,"NMRD Data Center, LLC",PNM,Public Service Company of New Mexico,OP,55,2020-07,-106.858|35.354,12201,35043010900,-106.858,35.354
2013-06,50765,Stillwater Facility,SUN,Solar,NV,Nevada,PV,5230.22,megawatthours,ipp-non-chp,50131,Enel Stillwater LLC,NEVP,Nevada Power Company,OP,22,2012-04,-118.555613|39.547537,11521,32001950100,-118.555613,39.547537
2013-05,56500,Western 102 Power Plant,SUN,Solar,NV,Nevada,PV,281.79,megawatthours,industrial-non-chp,55710,Barrick Goldstrike Mines Inc,NEVP,Nevada Power Company,OP,1,2007-12,-119.5108|39.5603,11751,32029970200,-119.5108,39.5603
2013-04,56568,Nellis Air Force Base Solar Array,SUN,Solar,NV,Nevada,PV,3141.3,megawatthours,commercial-non-chp,56203,Solar Star NAFB LLC,NEVP,Nevada Power Company,OP,14,2007-10,-115.0544|36.260278,12010,32003006001,-115.0544,36.260278
2013-04,56944,CM10,SUN,Solar,NV,Nevada,PV,2118.63,megawatthours,ipp-non-chp,57036,Copper Mountain 1 LLC,CISO,California Independent System Operator,OP,10,2008-12,-114.9933|35.7881,11561,32003005703,-114.9933,35.7881
2013-04,57205,CM48,SUN,Solar,NV,Nevada,PV,10258.59,megawatthours,ipp-non-chp,57036,Copper Mountain 1 LLC,CISO,California Independent System Operator,OP,48,2010-06,-114.9933|35.7814,11561,32003005703,-114.9933,35.7814
2013-04,57442,Silver State Solar Power North,SUN,Solar,NV,Nevada,PV,11677,megawatthours,ipp-non-chp,58720,Enbridge,NEVP,Nevada Power Company,OP,52,2012-05,-115.35028|35.793056,11642,32003005827,-115.35028,35.793056
